LU0389812933,EUR,fund,ft,125.35
LU1050470373,EUR,fund,ft,106.92
LU0836513266,EUR,fund,ft,113.94
LU1050469367,EUR,fund,ft,114.84
LU1373035580,EUR,fund,ft,113.02
LU0128530416,USD,fund,ft,35.1
LU0836513852,USD,fund,ft,89.65
ES0116418007,EUR,fund,ft,17.93
LU0996182563,EUR,fund,ft,379.07
LU0140363697,EUR,fund,ft,41.92
LU0554840230,EUR,fund,ft,495.42
LU0836513001,USD,fund,ft,513.54
LU0836513183,USD,fund,ft,189.74
LU0996177134,EUR,fund,ft,210.27
LU1328852659,EUR,fund,ft,130.03
LU0211333025,EUR,fund,ft,33.66
LU0094557526,EUR,fund,ft,56.81
LU0836512706,EUR,fund,ft,296.11
LU0836512888,USD,fund,ft,269.84
LU0171289571,EUR,fund,qf,58.34
N5138,EUR,plan,qf,23.671323
N3897,EUR,plan,qf,24.564362
N2247,EUR,plan,qf,140.141262
DBPD:GER,EUR,fund,ft,0.5067
HKDE,AEX:EUR,fund,ft,15.58
CETHFP,PAR:EUR,fund,ft,83.07
IB1T,PAR:EUR,fund,ft,7.98
DBPK:GER,EUR,fund,ft,0.16
