LU0389812933,EUR,fund,ft,125.47
LU1050470373,EUR,fund,ft,107.7
LU0836513266,EUR,fund,ft,114.68
LU1050469367,EUR,fund,ft,115.47
LU1373035580,EUR,fund,ft,113.36
LU0128530416,USD,fund,ft,36.31
LU0836513852,USD,fund,ft,90.27
ES0116418007,EUR,fund,ft,18.28
LU0996182563,EUR,fund,ft,374.09
LU0140363697,EUR,fund,ft,39.79
LU0554840230,EUR,fund,ft,466.84
LU0836513001,USD,fund,ft,506.98
LU0836513183,USD,fund,ft,197.69
LU0996177134,EUR,fund,ft,216.81
LU1328852659,EUR,fund,ft,135.06
LU0211333025,EUR,fund,ft,34.38
LU0094557526,EUR,fund,ft,57.97
LU0836512706,EUR,fund,ft,302.08
LU0836512888,USD,fund,ft,282.51
LU0171289571,EUR,fund,qf,66.5
N5138,EUR,plan,qf,24.024628
N3897,EUR,plan,qf,24.892902
N2247,EUR,plan,qf,139.890129
DBPD:GER,EUR,fund,ft,0.5077
HKDE,AEX:EUR,fund,ft,15.91
CETHFP,PAR:EUR,fund,ft,52.61
IB1T,PAR:EUR,fund,ft,5.93
DBPK:GER,EUR,fund,ft,0.157
