LU0389812933,EUR,fund,ft,125.25
LU1050470373,EUR,fund,ft,106.57
LU0836513266,EUR,fund,ft,113.72
LU1050469367,EUR,fund,ft,114.28
LU1373035580,EUR,fund,ft,110.71
LU0128530416,USD,fund,ft,33.18
LU0836513852,USD,fund,ft,89.95
ES0116418007,EUR,fund,ft,16.97
LU0996182563,EUR,fund,ft,361.98
LU0140363697,EUR,fund,ft,41.58
LU0554840230,EUR,fund,ft,498.05
LU0836513001,USD,fund,ft,498.16
LU0836513183,USD,fund,ft,175.76
LU0996177134,EUR,fund,ft,192.97
LU1328852659,EUR,fund,ft,129.0
LU0211333025,EUR,fund,ft,31.49
LU0094557526,EUR,fund,ft,53.52
LU0836512706,EUR,fund,ft,274.55
LU0836512888,USD,fund,ft,254.86
LU0171289571,EUR,fund,qf,56.2
N5138,EUR,plan,qf,22.795779
N3897,EUR,plan,qf,23.475517
N2247,EUR,plan,qf,134.569724
DBPD:GER,EUR,fund,ft,0.5589
HKDE,AEX:EUR,fund,ft,14.36
CETHFP,PAR:EUR,fund,ft,106.34
IB1T,PAR:EUR,fund,ft,9.55
