LU0389812933,EUR,fund,ft,126.01
LU1050470373,EUR,fund,ft,107.38
LU0836513266,EUR,fund,ft,114.55
LU1050469367,EUR,fund,ft,115.31
LU1373035580,EUR,fund,ft,113.15
LU0128530416,USD,fund,ft,35.42
LU0836513852,USD,fund,ft,90.01
ES0116418007,EUR,fund,ft,18.43
LU0996182563,EUR,fund,ft,377.24
LU0140363697,EUR,fund,ft,39.9
LU0554840230,EUR,fund,ft,471.85
LU0836513001,USD,fund,ft,499.92
LU0836513183,USD,fund,ft,193.21
LU0996177134,EUR,fund,ft,219.62
LU1328852659,EUR,fund,ft,140.79
LU0211333025,EUR,fund,ft,33.21
LU0094557526,EUR,fund,ft,56.74
LU0836512706,EUR,fund,ft,295.73
LU0836512888,USD,fund,ft,278.45
LU0171289571,EUR,fund,qf,66.33
N5138,EUR,plan,qf,24.231803
N3897,EUR,plan,qf,24.543063
N2247,EUR,plan,qf,140.887691
DBPD:GER,EUR,fund,ft,0.5613
HKDE,AEX:EUR,fund,ft,16.05
CETHFP,PAR:EUR,fund,ft,51.43
IB1T,PAR:EUR,fund,ft,5.9
DBPK:GER,EUR,fund,ft,0.17
