LU0389812933,EUR,fund,ft,126.56
LU1050470373,EUR,fund,ft,108.05
LU0836513266,EUR,fund,ft,114.89
LU1050469367,EUR,fund,ft,115.39
LU1373035580,EUR,fund,ft,111.82
LU0128530416,USD,fund,ft,33.46
LU0836513852,USD,fund,ft,90.0
ES0116418007,EUR,fund,ft,17.6
LU0996182563,EUR,fund,ft,369.85
LU0140363697,EUR,fund,ft,43.33
LU0554840230,EUR,fund,ft,501.36
LU0836513001,USD,fund,ft,504.74
LU0836513183,USD,fund,ft,181.47
LU0996177134,EUR,fund,ft,201.21
LU1328852659,EUR,fund,ft,133.49
LU0211333025,EUR,fund,ft,32.57
LU0094557526,EUR,fund,ft,55.27
LU0836512706,EUR,fund,ft,283.78
LU0836512888,USD,fund,ft,259.9
LU0171289571,EUR,fund,qf,56.38
N5138,EUR,plan,qf,23.465084
N3897,EUR,plan,qf,24.033433
N2247,EUR,plan,qf,137.977816
DBPD:GER,EUR,fund,ft,0.5281
HKDE,AEX:EUR,fund,ft,14.43
CETHFP,PAR:EUR,fund,ft,96.72
IB1T,PAR:EUR,fund,ft,9.09
