LU0389812933,EUR,fund,ft,125.43
LU1050470373,EUR,fund,ft,106.72
LU0836513266,EUR,fund,ft,113.77
LU1050469367,EUR,fund,ft,114.37
LU1373035580,EUR,fund,ft,112.49
LU0128530416,USD,fund,ft,34.45
LU0836513852,USD,fund,ft,89.57
ES0116418007,EUR,fund,ft,17.74
LU0996182563,EUR,fund,ft,371.95
LU0140363697,EUR,fund,ft,41.17
LU0554840230,EUR,fund,ft,488.26
LU0836513001,USD,fund,ft,512.61
LU0836513183,USD,fund,ft,181.96
LU0996177134,EUR,fund,ft,200.71
LU1328852659,EUR,fund,ft,128.6
LU0211333025,EUR,fund,ft,32.7
LU0094557526,EUR,fund,ft,54.39
LU0836512706,EUR,fund,ft,288.14
LU0836512888,USD,fund,ft,266.94
LU0171289571,EUR,fund,qf,58.7
N5138,EUR,plan,qf,23.723785
N3897,EUR,plan,qf,24.421353
N2247,EUR,plan,qf,141.295007
DBPD:GER,EUR,fund,ft,0.5297
HKDE,AEX:EUR,fund,ft,15.06
CETHFP,PAR:EUR,fund,ft,80.47
IB1T,PAR:EUR,fund,ft,7.62
