LU0389812933,EUR,fund,ft,125.85
LU1050470373,EUR,fund,ft,107.32
LU0836513266,EUR,fund,ft,114.53
LU1050469367,EUR,fund,ft,114.8
LU1373035580,EUR,fund,ft,112.67
LU0128530416,USD,fund,ft,34.5
LU0836513852,USD,fund,ft,89.79
ES0116418007,EUR,fund,ft,17.76
LU0996182563,EUR,fund,ft,373.91
LU0140363697,EUR,fund,ft,41.98
LU0554840230,EUR,fund,ft,498.74
LU0836513001,USD,fund,ft,507.12
LU0836513183,USD,fund,ft,179.38
LU0996177134,EUR,fund,ft,199.36
LU1328852659,EUR,fund,ft,130.65
LU0211333025,EUR,fund,ft,32.52
LU0094557526,EUR,fund,ft,54.4
LU0836512706,EUR,fund,ft,285.4
LU0836512888,USD,fund,ft,260.65
LU0171289571,EUR,fund,qf,60.51
N5138,EUR,plan,qf,23.586792
N3897,EUR,plan,qf,24.28601
N2247,EUR,plan,qf,140.319266
DBPD:GER,EUR,fund,ft,0.5478
HKDE,AEX:EUR,fund,ft,15.14
CETHFP,PAR:EUR,fund,ft,82.59
IB1T,PAR:EUR,fund,ft,8.0
