LU0389812933,EUR,fund,ft,125.29
LU1050470373,EUR,fund,ft,106.88
LU0836513266,EUR,fund,ft,113.88
LU1050469367,EUR,fund,ft,114.42
LU1373035580,EUR,fund,ft,112.91
LU0128530416,USD,fund,ft,34.76
LU0836513852,USD,fund,ft,89.7
ES0116418007,EUR,fund,ft,17.78
LU0996182563,EUR,fund,ft,375.57
LU0140363697,EUR,fund,ft,41.44
LU0554840230,EUR,fund,ft,489.06
LU0836513001,USD,fund,ft,512.22
LU0836513183,USD,fund,ft,181.32
LU0996177134,EUR,fund,ft,199.76
LU1328852659,EUR,fund,ft,128.76
LU0211333025,EUR,fund,ft,32.93
LU0094557526,EUR,fund,ft,55.47
LU0836512706,EUR,fund,ft,291.24
LU0836512888,USD,fund,ft,265.55
LU0171289571,EUR,fund,qf,56.93
N5138,EUR,plan,qf,23.65891
N3897,EUR,plan,qf,24.46046
N2247,EUR,plan,qf,139.787587
DBPD:GER,EUR,fund,ft,0.5279
HKDE,AEX:EUR,fund,ft,15.17
CETHFP,PAR:EUR,fund,ft,74.86
IB1T,PAR:EUR,fund,ft,7.42
