LU0389812933,EUR,fund,ft,126.17
LU1050470373,EUR,fund,ft,108.18
LU0836513266,EUR,fund,ft,115.32
LU1050469367,EUR,fund,ft,115.41
LU1373035580,EUR,fund,ft,111.02
LU0128530416,USD,fund,ft,33.08
LU0836513852,USD,fund,ft,90.05
ES0116418007,EUR,fund,ft,17.47
LU0996182563,EUR,fund,ft,366.26
LU0140363697,EUR,fund,ft,42.35
LU0554840230,EUR,fund,ft,494.87
LU0836513001,USD,fund,ft,498.79
LU0836513183,USD,fund,ft,178.29
LU0996177134,EUR,fund,ft,198.73
LU1328852659,EUR,fund,ft,131.25
LU0211333025,EUR,fund,ft,32.2
LU0094557526,EUR,fund,ft,54.45
LU0836512706,EUR,fund,ft,280.46
LU0836512888,USD,fund,ft,255.41
LU0171289571,EUR,fund,qf,54.29
N5138,EUR,plan,qf,23.119523
N3897,EUR,plan,qf,23.660725
N2247,EUR,plan,qf,135.052883
DBPD:GER,EUR,fund,ft,0.5367
HKDE,AEX:EUR,fund,ft,14.36
CETHFP,PAR:EUR,fund,ft,104.28
IB1T,PAR:EUR,fund,ft,9.51
