LU0389812933,EUR,fund,ft,125.67
LU1050470373,EUR,fund,ft,108.06
LU0836513266,EUR,fund,ft,115.17
LU1050469367,EUR,fund,ft,115.91
LU1373035580,EUR,fund,ft,113.96
LU0128530416,USD,fund,ft,36.59
LU0836513852,USD,fund,ft,91.02
ES0116418007,EUR,fund,ft,18.4
LU0996182563,EUR,fund,ft,381.58
LU0140363697,EUR,fund,ft,40.5
LU0554840230,EUR,fund,ft,476.02
LU0836513001,USD,fund,ft,517.7
LU0836513183,USD,fund,ft,204.97
LU0996177134,EUR,fund,ft,223.74
LU1328852659,EUR,fund,ft,139.2
LU0211333025,EUR,fund,ft,34.46
LU0094557526,EUR,fund,ft,57.93
LU0836512706,EUR,fund,ft,307.97
LU0836512888,USD,fund,ft,295.36
LU0171289571,EUR,fund,qf,67.72
N5138,EUR,plan,qf,24.521986
N3897,EUR,plan,qf,25.033344
N2247,EUR,plan,qf,140.257767
DBPD:GER,EUR,fund,ft,0.4949
HKDE,AEX:EUR,fund,ft,15.81
CETHFP,PAR:EUR,fund,ft,50.16
IB1T,PAR:EUR,fund,ft,5.66
DBPK:GER,EUR,fund,ft,0.1556
