LU0389812933,EUR,fund,ft,124.92
LU1050470373,EUR,fund,ft,107.27
LU0836513266,EUR,fund,ft,114.41
LU1050469367,EUR,fund,ft,114.08
LU1373035580,EUR,fund,ft,106.71
LU0128530416,USD,fund,ft,31.74
LU0836513852,USD,fund,ft,89.74
ES0116418007,EUR,fund,ft,16.3
LU0996182563,EUR,fund,ft,341.38
LU0140363697,EUR,fund,ft,38.38
LU0554840230,EUR,fund,ft,483.02
LU0836513001,USD,fund,ft,464.72
LU0836513183,USD,fund,ft,160.73
LU0996177134,EUR,fund,ft,177.21
LU1328852659,EUR,fund,ft,126.45
LU0211333025,EUR,fund,ft,30.95
LU0094557526,EUR,fund,ft,53.79
LU0836512706,EUR,fund,ft,267.26
LU0836512888,USD,fund,ft,234.81
LU0171289571,EUR,fund,qf,53.99
0P0001FJIM,EUR,fund,ms,0
N5138,EUR,plan,qf,21.471097
N3897,EUR,plan,qf,22.549616
N2247,EUR,plan,qf,125.656325
DBPD:GER,EUR,fund,ft,0.5504
HKDE,AEX:EUR,fund,ft,13.77
