LU0389812933,EUR,fund,ft,124.18
LU1050470373,EUR,fund,ft,106.08
LU0836513266,EUR,fund,ft,113.17
LU1050469367,EUR,fund,ft,113.41
LU1373035580,EUR,fund,ft,110.68
LU0128530416,USD,fund,ft,34.91
LU0836513852,USD,fund,ft,89.03
ES0116418007,EUR,fund,ft,17.47
LU0996182563,EUR,fund,ft,366.37
LU0140363697,EUR,fund,ft,39.57
LU0554840230,EUR,fund,ft,451.83
LU0836513001,USD,fund,ft,489.41
LU0836513183,USD,fund,ft,189.9
LU0996177134,EUR,fund,ft,211.79
LU1328852659,EUR,fund,ft,132.7
LU0211333025,EUR,fund,ft,32.1
LU0094557526,EUR,fund,ft,55.07
LU0836512706,EUR,fund,ft,287.74
LU0836512888,USD,fund,ft,270.51
LU0171289571,EUR,fund,qf,63.9
N5138,EUR,plan,qf,23.330359
N3897,EUR,plan,qf,23.995767
N2247,EUR,plan,qf,136.938558
DBPD:GER,EUR,fund,ft,0.5878
HKDE,AEX:EUR,fund,ft,15.91
CETHFP,PAR:EUR,fund,ft,56.8
IB1T,PAR:EUR,fund,ft,6.15
DBPK:GER,EUR,fund,ft,0.1777
