LU0389812933,EUR,fund,ft,125.86
LU1050470373,EUR,fund,ft,107.47
LU0836513266,EUR,fund,ft,114.68
LU1050469367,EUR,fund,ft,114.76
LU1373035580,EUR,fund,ft,110.65
LU0128530416,USD,fund,ft,32.91
LU0836513852,USD,fund,ft,89.33
ES0116418007,EUR,fund,ft,17.61
LU0996182563,EUR,fund,ft,366.82
LU0140363697,EUR,fund,ft,42.96
LU0554840230,EUR,fund,ft,493.29
LU0836513001,USD,fund,ft,494.07
LU0836513183,USD,fund,ft,176.7
LU0996177134,EUR,fund,ft,198.0
LU1328852659,EUR,fund,ft,129.75
LU0211333025,EUR,fund,ft,31.96
LU0094557526,EUR,fund,ft,54.5
LU0836512706,EUR,fund,ft,279.25
LU0836512888,USD,fund,ft,258.85
LU0171289571,EUR,fund,qf,54.83
N5138,EUR,plan,qf,22.877105
N3897,EUR,plan,qf,24.09466
N2247,EUR,plan,qf,0
DBPD:GER,EUR,fund,ft,0.5348
HKDE,AEX:EUR,fund,ft,14.4
CETHFP,PAR:EUR,fund,ft,103.8
IB1T,PAR:EUR,fund,ft,9.67
