LU0389812933,EUR,fund,ft,126.01
LU1050470373,EUR,fund,ft,107.79
LU0836513266,EUR,fund,ft,114.98
LU1050469367,EUR,fund,ft,115.03
LU1373035580,EUR,fund,ft,112.0
LU0128530416,USD,fund,ft,34.09
LU0836513852,USD,fund,ft,89.57
ES0116418007,EUR,fund,ft,17.6
LU0996182563,EUR,fund,ft,376.01
LU0140363697,EUR,fund,ft,42.76
LU0554840230,EUR,fund,ft,504.69
LU0836513001,USD,fund,ft,507.24
LU0836513183,USD,fund,ft,183.32
LU0996177134,EUR,fund,ft,204.72
LU1328852659,EUR,fund,ft,132.32
LU0211333025,EUR,fund,ft,32.35
LU0094557526,EUR,fund,ft,55.02
LU0836512706,EUR,fund,ft,286.41
LU0836512888,USD,fund,ft,263.31
LU0171289571,EUR,fund,qf,59.7
N5138,EUR,plan,qf,23.678915
N3897,EUR,plan,qf,24.006147
N2247,EUR,plan,qf,139.01573
DBPD:GER,EUR,fund,ft,0.5247
HKDE,AEX:EUR,fund,ft,15.91
CETHFP,PAR:EUR,fund,ft,90.17
IB1T,PAR:EUR,fund,ft,9.03
