LU0389812933,EUR,fund,ft,125.29
LU1050470373,EUR,fund,ft,106.51
LU0836513266,EUR,fund,ft,113.52
LU1050469367,EUR,fund,ft,114.51
LU1373035580,EUR,fund,ft,110.72
LU0128530416,USD,fund,ft,32.93
LU0836513852,USD,fund,ft,89.34
ES0116418007,EUR,fund,ft,17.07
LU0996182563,EUR,fund,ft,360.16
LU0140363697,EUR,fund,ft,41.58
LU0554840230,EUR,fund,ft,491.87
LU0836513001,USD,fund,ft,489.25
LU0836513183,USD,fund,ft,175.56
LU0996177134,EUR,fund,ft,194.63
LU1328852659,EUR,fund,ft,129.0
LU0211333025,EUR,fund,ft,31.63
LU0094557526,EUR,fund,ft,53.07
LU0836512706,EUR,fund,ft,271.58
LU0836512888,USD,fund,ft,255.27
LU0171289571,EUR,fund,qf,56.65
N5138,EUR,plan,qf,22.731568
N3897,EUR,plan,qf,23.527512
N2247,EUR,plan,qf,0
DBPD:GER,EUR,fund,ft,0.5571
HKDE,AEX:EUR,fund,ft,14.31
CETHFP,PAR:EUR,fund,ft,100.9
IB1T,PAR:EUR,fund,ft,9.34
