LU0389812933,EUR,fund,ft,125.32
LU1050470373,EUR,fund,ft,106.51
LU0836513266,EUR,fund,ft,113.64
LU1050469367,EUR,fund,ft,114.51
LU1373035580,EUR,fund,ft,110.97
LU0128530416,USD,fund,ft,33.07
LU0836513852,USD,fund,ft,89.68
ES0116418007,EUR,fund,ft,17.02
LU0996182563,EUR,fund,ft,360.16
LU0140363697,EUR,fund,ft,41.55
LU0554840230,EUR,fund,ft,492.79
LU0836513001,USD,fund,ft,495.1
LU0836513183,USD,fund,ft,176.56
LU0996177134,EUR,fund,ft,194.63
LU1328852659,EUR,fund,ft,129.0
LU0211333025,EUR,fund,ft,31.58
LU0094557526,EUR,fund,ft,53.32
LU0836512706,EUR,fund,ft,272.9
LU0836512888,USD,fund,ft,255.51
LU0171289571,EUR,fund,qf,56.65
N5138,EUR,plan,qf,22.731568
N3897,EUR,plan,qf,23.527512
N2247,EUR,plan,qf,135.834771
DBPD:GER,EUR,fund,ft,0.5599
HKDE,AEX:EUR,fund,ft,14.33
CETHFP,PAR:EUR,fund,ft,102.64
IB1T,PAR:EUR,fund,ft,9.51
