LU0389812933,EUR,fund,ft,124.6
LU1050470373,EUR,fund,ft,106.9
LU0836513266,EUR,fund,ft,114.04
LU1050469367,EUR,fund,ft,114.24
LU1373035580,EUR,fund,ft,107.43
LU0128530416,USD,fund,ft,31.48
LU0836513852,USD,fund,ft,88.11
ES0116418007,EUR,fund,ft,16.67
LU0996182563,EUR,fund,ft,351.76
LU0140363697,EUR,fund,ft,40.32
LU0554840230,EUR,fund,ft,490.45
LU0836513001,USD,fund,ft,475.78
LU0836513183,USD,fund,ft,161.75
LU0996177134,EUR,fund,ft,180.64
LU1328852659,EUR,fund,ft,127.25
LU0211333025,EUR,fund,ft,30.75
LU0094557526,EUR,fund,ft,52.98
LU0836512706,EUR,fund,ft,269.34
LU0836512888,USD,fund,ft,234.19
LU0171289571,EUR,fund,qf,51.9
0P0001FJIM,EUR,fund,ms,0
N5138,EUR,plan,qf,22.122255
N3897,EUR,plan,qf,23.122068
N2247,EUR,plan,qf,131.906379
DBPD:GER,EUR,fund,ft,0.565
HKDE,AEX:EUR,fund,ft,14.03
