LU0389812933,EUR,fund,ft,125.74
LU1050470373,EUR,fund,ft,107.68
LU0836513266,EUR,fund,ft,114.87
LU1050469367,EUR,fund,ft,115.11
LU1373035580,EUR,fund,ft,111.96
LU0128530416,USD,fund,ft,33.76
LU0836513852,USD,fund,ft,89.48
ES0116418007,EUR,fund,ft,17.79
LU0996182563,EUR,fund,ft,370.85
LU0140363697,EUR,fund,ft,42.49
LU0554840230,EUR,fund,ft,506.72
LU0836513001,USD,fund,ft,502.44
LU0836513183,USD,fund,ft,182.19
LU0996177134,EUR,fund,ft,203.57
LU1328852659,EUR,fund,ft,131.29
LU0211333025,EUR,fund,ft,31.71
LU0094557526,EUR,fund,ft,54.17
LU0836512706,EUR,fund,ft,281.3
LU0836512888,USD,fund,ft,263.87
LU0171289571,EUR,fund,qf,59.16
N5138,EUR,plan,qf,23.661321
N3897,EUR,plan,qf,24.262093
N2247,EUR,plan,qf,140.884597
DBPD:GER,EUR,fund,ft,0.554
HKDE,AEX:EUR,fund,ft,15.4
CETHFP,PAR:EUR,fund,ft,96.72
IB1T,PAR:EUR,fund,ft,9.09
