LU0389812933,EUR,fund,ft,126.43
LU1050470373,EUR,fund,ft,108.57
LU0836513266,EUR,fund,ft,115.69
LU1050469367,EUR,fund,ft,116.06
LU1373035580,EUR,fund,ft,114.56
LU0128530416,USD,fund,ft,36.36
LU0836513852,USD,fund,ft,91.08
ES0116418007,EUR,fund,ft,18.21
LU0996182563,EUR,fund,ft,381.64
LU0140363697,EUR,fund,ft,40.4
LU0554840230,EUR,fund,ft,477.36
LU0836513001,USD,fund,ft,511.23
LU0836513183,USD,fund,ft,205.98
LU0996177134,EUR,fund,ft,225.13
LU1328852659,EUR,fund,ft,140.24
LU0211333025,EUR,fund,ft,34.61
LU0094557526,EUR,fund,ft,58.58
LU0836512706,EUR,fund,ft,309.77
LU0836512888,USD,fund,ft,300.08
LU0171289571,EUR,fund,qf,67.36
N5138,EUR,plan,qf,24.565705
N3897,EUR,plan,qf,24.873843
N2247,EUR,plan,qf,138.704829
DBPD:GER,EUR,fund,ft,0.4995
HKDE,AEX:EUR,fund,ft,15.97
CETHFP,PAR:EUR,fund,ft,50.56
IB1T,PAR:EUR,fund,ft,5.79
DBPK:GER,EUR,fund,ft,0.161
