LU0389812933,EUR,fund,ft,125.99
LU1050470373,EUR,fund,ft,107.76
LU0836513266,EUR,fund,ft,114.93
LU1050469367,EUR,fund,ft,115.05
LU1373035580,EUR,fund,ft,112.26
LU0128530416,USD,fund,ft,33.94
LU0836513852,USD,fund,ft,89.65
ES0116418007,EUR,fund,ft,17.38
LU0996182563,EUR,fund,ft,371.26
LU0140363697,EUR,fund,ft,41.18
LU0554840230,EUR,fund,ft,491.61
LU0836513001,USD,fund,ft,497.7
LU0836513183,USD,fund,ft,176.65
LU0996177134,EUR,fund,ft,198.13
LU1328852659,EUR,fund,ft,131.56
LU0211333025,EUR,fund,ft,32.3
LU0094557526,EUR,fund,ft,53.77
LU0836512706,EUR,fund,ft,280.75
LU0836512888,USD,fund,ft,256.19
LU0171289571,EUR,fund,qf,58.44
N5138,EUR,plan,qf,23.22971
N3897,EUR,plan,qf,23.822393
N2247,EUR,plan,qf,137.438193
DBPD:GER,EUR,fund,ft,0.5643
HKDE,AEX:EUR,fund,ft,15.26
CETHFP,PAR:EUR,fund,ft,75.95
IB1T,PAR:EUR,fund,ft,7.55
