LU0389812933,EUR,fund,ft,125.19
LU1050470373,EUR,fund,ft,106.77
LU0836513266,EUR,fund,ft,113.85
LU1050469367,EUR,fund,ft,114.35
LU1373035580,EUR,fund,ft,112.21
LU0128530416,USD,fund,ft,34.16
LU0836513852,USD,fund,ft,89.29
ES0116418007,EUR,fund,ft,17.76
LU0996182563,EUR,fund,ft,374.78
LU0140363697,EUR,fund,ft,42.9
LU0554840230,EUR,fund,ft,498.82
LU0836513001,USD,fund,ft,509.93
LU0836513183,USD,fund,ft,180.08
LU0996177134,EUR,fund,ft,200.82
LU1328852659,EUR,fund,ft,128.64
LU0211333025,EUR,fund,ft,32.45
LU0094557526,EUR,fund,ft,54.38
LU0836512706,EUR,fund,ft,286.45
LU0836512888,USD,fund,ft,262.79
LU0171289571,EUR,fund,qf,58.64
N5138,EUR,plan,qf,23.659622
N3897,EUR,plan,qf,24.454872
N2247,EUR,plan,qf,141.229136
DBPD:GER,EUR,fund,ft,0.5388
HKDE,AEX:EUR,fund,ft,14.87
CETHFP,PAR:EUR,fund,ft,86.0
IB1T,PAR:EUR,fund,ft,7.94
