LU0389812933,EUR,fund,ft,125.37
LU1050470373,EUR,fund,ft,106.81
LU0836513266,EUR,fund,ft,114.23
LU1050469367,EUR,fund,ft,114.5
LU1373035580,EUR,fund,ft,109.69
LU0128530416,USD,fund,ft,32.59
LU0836513852,USD,fund,ft,90.08
ES0116418007,EUR,fund,ft,16.64
LU0996182563,EUR,fund,ft,353.05
LU0140363697,EUR,fund,ft,40.22
LU0554840230,EUR,fund,ft,492.69
LU0836513001,USD,fund,ft,482.79
LU0836513183,USD,fund,ft,167.2
LU0996177134,EUR,fund,ft,183.68
LU1328852659,EUR,fund,ft,129.63
LU0211333025,EUR,fund,ft,31.35
LU0094557526,EUR,fund,ft,53.27
LU0836512706,EUR,fund,ft,271.34
LU0836512888,USD,fund,ft,253.88
LU0171289571,EUR,fund,qf,55.61
N5138,EUR,plan,qf,22.368958
N3897,EUR,plan,qf,23.237728
N2247,EUR,plan,qf,133.558373
DBPD:GER,EUR,fund,ft,0.555
HKDE,AEX:EUR,fund,ft,14.6
