LU0389812933,EUR,fund,ft,125.34
LU1050470373,EUR,fund,ft,107.85
LU0836513266,EUR,fund,ft,114.93
LU1050469367,EUR,fund,ft,115.72
LU1373035580,EUR,fund,ft,113.29
LU0128530416,USD,fund,ft,36.27
LU0836513852,USD,fund,ft,90.93
ES0116418007,EUR,fund,ft,18.28
LU0996182563,EUR,fund,ft,377.57
LU0140363697,EUR,fund,ft,41.42
LU0554840230,EUR,fund,ft,485.24
LU0836513001,USD,fund,ft,516.71
LU0836513183,USD,fund,ft,204.11
LU0996177134,EUR,fund,ft,221.03
LU1328852659,EUR,fund,ft,131.99
LU0211333025,EUR,fund,ft,33.38
LU0094557526,EUR,fund,ft,57.35
LU0836512706,EUR,fund,ft,301.23
LU0836512888,USD,fund,ft,281.18
LU0171289571,EUR,fund,qf,67.32
N5138,EUR,plan,qf,24.298628
N3897,EUR,plan,qf,24.865008
N2247,EUR,plan,qf,139.568146
DBPD:GER,EUR,fund,ft,0.5217
HKDE,AEX:EUR,fund,ft,16.29
CETHFP,PAR:EUR,fund,ft,68.92
IB1T,PAR:EUR,fund,ft,6.91
DBPK:GER,EUR,fund,ft,0.1569
