LU0389812933,EUR,fund,ft,124.54
LU1050470373,EUR,fund,ft,106.26
LU0836513266,EUR,fund,ft,113.39
LU1050469367,EUR,fund,ft,113.82
LU1373035580,EUR,fund,ft,108.78
LU0128530416,USD,fund,ft,32.29
LU0836513852,USD,fund,ft,89.14
ES0116418007,EUR,fund,ft,16.62
LU0996182563,EUR,fund,ft,352.75
LU0140363697,EUR,fund,ft,39.11
LU0554840230,EUR,fund,ft,493.03
LU0836513001,USD,fund,ft,479.05
LU0836513183,USD,fund,ft,167.94
LU0996177134,EUR,fund,ft,185.46
LU1328852659,EUR,fund,ft,128.98
LU0211333025,EUR,fund,ft,31.7
LU0094557526,EUR,fund,ft,53.97
LU0836512706,EUR,fund,ft,276.42
LU0836512888,USD,fund,ft,252.38
LU0171289571,EUR,fund,qf,52.48
N5138,EUR,plan,qf,22.594018
N3897,EUR,plan,qf,23.284677
N2247,EUR,plan,qf,131.135513
DBPD:GER,EUR,fund,ft,0.5337
HKDE,AEX:EUR,fund,ft,14.73
